Image Number,Image,Predication Number,Label Name,Confidence,Pixel Area Mask,cm Area Mask,Pixel Length,cm Length ,Pixel Width,cm Width ,Box Rotation Degrees,Validation Number,Pixel Area Validation,Pixel Length Validation,Pixel Width Validation,Box Rotation Degrees Validation,Pixel Area Accuracy %,Pixel Length Accuracy %,Pixel Width Accuracy %,Box Rotation Degrees Accuracy %,IOU %,Prediction,Validation,Prediction & Validation,Predication No Validation,Validation No Predication,Catalogue Number,Scientific Name (intepreted),Country - parsed,Latitude - original,Decimal latitude (WGS84),Decimal longitude (WGS84),Coordinate Uncertainty in Metres
240,NSW129703,1,fullLeaf,95,14130,15.7,190,6.33,116,3.87,154,,,,,,,,,,,0,0,0,0,0,NSW129703,Syzygium australe,Australia,-34.4,-34.4,150.85,10000
241,NSW129704,1,fullLeaf,88,4007,4.45,106,3.53,54,1.8,31,,,,,,,,,,,0,0,0,0,0,NSW129704,Syzygium australe,Australia,-28.52,-28.52,153.17,10000
242,NSW129705,1,fullLeaf,91,3956,4.4,94,3.13,57,1.9,130,,,,,,,,,,,0,0,0,0,0,NSW129705,Syzygium australe,Australia,-30.67,-30.67,152.62,10000
242,NSW129705,2,fullLeaf,90,2261,2.51,92,3.07,37,1.23,123,,,,,,,,,,,0,0,0,0,0,NSW129705,Syzygium australe,Australia,-30.67,-30.67,152.62,10000
242,NSW129705,3,fullLeaf,84,2268,2.52,80,2.67,40,1.33,9,,,,,,,,,,,0,0,0,0,0,NSW129705,Syzygium australe,Australia,-30.67,-30.67,152.62,10000
242,NSW129705,4,fullLeaf,82,2911,3.23,88,2.93,50,1.67,13,,,,,,,,,,,0,0,0,0,0,NSW129705,Syzygium australe,Australia,-30.67,-30.67,152.62,10000
242,NSW129705,5,fullLeaf,78,2516,2.8,90,3,50,1.67,121,,,,,,,,,,,0,0,0,0,0,NSW129705,Syzygium australe,Australia,-30.67,-30.67,152.62,10000
243,NSW129706,1,fullLeaf,70,1837,2.04,68,2.27,40,1.33,19,,,,,,,,,,,0,0,0,0,0,NSW129706,Syzygium australe,Australia,-28.77,-28.77,153.35,2000
244,NSW129708,1,fullLeaf,80,1115,1.24,64,2.13,24,0.8,0,,,,,,,,,,,0,0,0,0,0,NSW129708,Syzygium australe,Australia,-28.67,-28.67,153.27,2000
244,NSW129708,2,fullLeaf,80,3987,4.43,96,3.2,67,2.23,31,,,,,,,,,,,0,0,0,0,0,NSW129708,Syzygium australe,Australia,-28.67,-28.67,153.27,2000
244,NSW129708,3,fullLeaf,78,3222,3.58,84,2.8,52,1.73,8,,,,,,,,,,,0,0,0,0,0,NSW129708,Syzygium australe,Australia,-28.67,-28.67,153.27,2000
244,NSW129708,4,fullLeaf,71,1897,2.11,84,2.8,33,1.1,1,,,,,,,,,,,0,0,0,0,0,NSW129708,Syzygium australe,Australia,-28.67,-28.67,153.27,2000
245,NSW129710,1,fullLeaf,88,4919,5.47,134,4.47,55,1.83,119,,,,,,,,,,,0,0,0,0,0,NSW129710,Syzygium australe,Australia,-32.6,-32.6,151.62,10000
245,NSW129710,2,fullLeaf,84,5097,5.66,116,3.87,62,2.07,15,,,,,,,,,,,0,0,0,0,0,NSW129710,Syzygium australe,Australia,-32.6,-32.6,151.62,10000
245,NSW129710,3,fullLeaf,82,2776,3.08,90,3,42,1.4,8,,,,,,,,,,,0,0,0,0,0,NSW129710,Syzygium australe,Australia,-32.6,-32.6,151.62,10000
245,NSW129710,4,fullLeaf,80,2003,2.23,76,2.53,38,1.27,0,,,,,,,,,,,0,0,0,0,0,NSW129710,Syzygium australe,Australia,-32.6,-32.6,151.62,10000
245,NSW129710,5,fullLeaf,80,4204,4.67,98,3.27,60,2,52,,,,,,,,,,,0,0,0,0,0,NSW129710,Syzygium australe,Australia,-32.6,-32.6,151.62,10000
245,NSW129710,6,fullLeaf,79,3569,3.97,86,2.87,59,1.97,127,,,,,,,,,,,0,0,0,0,0,NSW129710,Syzygium australe,Australia,-32.6,-32.6,151.62,10000
245,NSW129710,7,fullLeaf,77,3961,4.4,122,4.07,55,1.83,130,,,,,,,,,,,0,0,0,0,0,NSW129710,Syzygium australe,Australia,-32.6,-32.6,151.62,10000
246,NSW129711,1,fullLeaf,94,4232,4.7,138,4.6,47,1.57,137,,,,,,,,,,,0,0,0,0,0,NSW129711,Syzygium australe,Australia,-34.32,-34.32,150.92,10000
246,NSW129711,2,fullLeaf,94,7033,7.81,154,5.13,67,2.23,121,,,,,,,,,,,0,0,0,0,0,NSW129711,Syzygium australe,Australia,-34.32,-34.32,150.92,10000
246,NSW129711,3,fullLeaf,93,6626,7.36,154,5.13,67,2.23,143,,,,,,,,,,,0,0,0,0,0,NSW129711,Syzygium australe,Australia,-34.32,-34.32,150.92,10000
246,NSW129711,4,fullLeaf,87,6400,7.11,150,5,61,2.03,2,,,,,,,,,,,0,0,0,0,0,NSW129711,Syzygium australe,Australia,-34.32,-34.32,150.92,10000
246,NSW129711,5,fullLeaf,84,3209,3.57,100,3.33,46,1.53,69,,,,,,,,,,,0,0,0,0,0,NSW129711,Syzygium australe,Australia,-34.32,-34.32,150.92,10000
246,NSW129711,6,fullLeaf,72,2367,2.63,100,3.33,36,1.2,95,,,,,,,,,,,0,0,0,0,0,NSW129711,Syzygium australe,Australia,-34.32,-34.32,150.92,10000
247,NSW129713,1,fullLeaf,95,5587,6.21,154,5.13,56,1.87,141,,,,,,,,,,,0,0,0,0,0,NSW129713,Syzygium australe,Australia,-28.42,-28.42,152.25,10000
247,NSW129713,2,fullLeaf,93,2455,2.73,94,3.13,47,1.57,125,,,,,,,,,,,0,0,0,0,0,NSW129713,Syzygium australe,Australia,-28.42,-28.42,152.25,10000
247,NSW129713,3,fullLeaf,89,4358,4.84,90,3,63,2.1,8,,,,,,,,,,,0,0,0,0,0,NSW129713,Syzygium australe,Australia,-28.42,-28.42,152.25,10000
247,NSW129713,4,fullLeaf,89,2523,2.8,86,2.87,45,1.5,147,,,,,,,,,,,0,0,0,0,0,NSW129713,Syzygium australe,Australia,-28.42,-28.42,152.25,10000
247,NSW129713,5,fullLeaf,88,2324,2.58,84,2.8,40,1.33,99,,,,,,,,,,,0,0,0,0,0,NSW129713,Syzygium australe,Australia,-28.42,-28.42,152.25,10000
247,NSW129713,6,fullLeaf,88,3753,4.17,106,3.53,53,1.77,0,,,,,,,,,,,0,0,0,0,0,NSW129713,Syzygium australe,Australia,-28.42,-28.42,152.25,10000
247,NSW129713,7,fullLeaf,85,2268,2.52,100,3.33,40,1.33,90,,,,,,,,,,,0,0,0,0,0,NSW129713,Syzygium australe,Australia,-28.42,-28.42,152.25,10000
247,NSW129713,8,fullLeaf,83,3455,3.84,94,3.13,58,1.93,0,,,,,,,,,,,0,0,0,0,0,NSW129713,Syzygium australe,Australia,-28.42,-28.42,152.25,10000
247,NSW129713,9,fullLeaf,80,3519,3.91,112,3.73,49,1.63,118,,,,,,,,,,,0,0,0,0,0,NSW129713,Syzygium australe,Australia,-28.42,-28.42,152.25,10000
247,NSW129713,10,fullLeaf,80,3159,3.51,88,2.93,53,1.77,59,,,,,,,,,,,0,0,0,0,0,NSW129713,Syzygium australe,Australia,-28.42,-28.42,152.25,10000
247,NSW129713,11,fullLeaf,77,2991,3.32,96,3.2,44,1.47,101,,,,,,,,,,,0,0,0,0,0,NSW129713,Syzygium australe,Australia,-28.42,-28.42,152.25,10000
247,NSW129713,12,fullLeaf,75,4041,4.49,128,4.27,46,1.53,62,,,,,,,,,,,0,0,0,0,0,NSW129713,Syzygium australe,Australia,-28.42,-28.42,152.25,10000
247,NSW129713,13,fullLeaf,72,3171,3.52,96,3.2,48,1.6,1,,,,,,,,,,,0,0,0,0,0,NSW129713,Syzygium australe,Australia,-28.42,-28.42,152.25,10000
247,NSW129713,14,fullLeaf,71,1704,1.89,74,2.47,34,1.13,0,,,,,,,,,,,0,0,0,0,0,NSW129713,Syzygium australe,Australia,-28.42,-28.42,152.25,10000
248,NSW129714,1,fullLeaf,96,3475,3.86,112,3.73,46,1.53,112,,,,,,,,,,,0,0,0,0,0,NSW129714,Syzygium australe,Australia,-34.32,-34.32,150.92,10000
248,NSW129714,2,fullLeaf,81,3819,4.24,106,3.53,53,1.77,147,,,,,,,,,,,0,0,0,0,0,NSW129714,Syzygium australe,Australia,-34.32,-34.32,150.92,10000
248,NSW129714,3,fullLeaf,80,4723,5.25,128,4.27,51,1.7,1,,,,,,,,,,,0,0,0,0,0,NSW129714,Syzygium australe,Australia,-34.32,-34.32,150.92,10000
249,NSW129715,1,fullLeaf,94,5388,5.99,152,5.07,50,1.67,11,,,,,,,,,,,0,0,0,0,0,NSW129715,Syzygium australe,Australia,-33.82,-33.82,151.07,10000
249,NSW129715,2,fullLeaf,77,2790,3.1,80,2.67,50,1.67,56,,,,,,,,,,,0,0,0,0,0,NSW129715,Syzygium australe,Australia,-33.82,-33.82,151.07,10000
249,NSW129715,3,fullLeaf,71,9601,10.67,160,5.33,108,3.6,34,,,,,,,,,,,0,0,0,0,0,NSW129715,Syzygium australe,Australia,-33.82,-33.82,151.07,10000
250,NSW129716,1,fullLeaf,91,1561,1.73,84,2.8,34,1.13,50,,,,,,,,,,,0,0,0,0,0,NSW129716,Syzygium oleosum,Australia,-33.8,-33.8,151.27,10000
250,NSW129716,2,fullLeaf,91,3112,3.46,148,4.93,33,1.1,5,,,,,,,,,,,0,0,0,0,0,NSW129716,Syzygium oleosum,Australia,-33.8,-33.8,151.27,10000
250,NSW129716,3,fullLeaf,90,4752,5.28,140,4.67,53,1.77,50,,,,,,,,,,,0,0,0,0,0,NSW129716,Syzygium oleosum,Australia,-33.8,-33.8,151.27,10000
250,NSW129716,4,fullLeaf,87,3388,3.76,136,4.53,45,1.5,32,,,,,,,,,,,0,0,0,0,0,NSW129716,Syzygium oleosum,Australia,-33.8,-33.8,151.27,10000
250,NSW129716,5,fullLeaf,85,3030,3.37,110,3.67,40,1.33,1,,,,,,,,,,,0,0,0,0,0,NSW129716,Syzygium oleosum,Australia,-33.8,-33.8,151.27,10000
250,NSW129716,6,fullLeaf,85,3281,3.65,120,4,48,1.6,128,,,,,,,,,,,0,0,0,0,0,NSW129716,Syzygium oleosum,Australia,-33.8,-33.8,151.27,10000
250,NSW129716,7,fullLeaf,84,2106,2.34,84,2.8,59,1.97,23,,,,,,,,,,,0,0,0,0,0,NSW129716,Syzygium oleosum,Australia,-33.8,-33.8,151.27,10000
250,NSW129716,8,fullLeaf,80,2396,2.66,94,3.13,45,1.5,142,,,,,,,,,,,0,0,0,0,0,NSW129716,Syzygium oleosum,Australia,-33.8,-33.8,151.27,10000
250,NSW129716,9,fullLeaf,78,3464,3.85,134,4.47,51,1.7,149,,,,,,,,,,,0,0,0,0,0,NSW129716,Syzygium oleosum,Australia,-33.8,-33.8,151.27,10000
250,NSW129716,10,fullLeaf,75,838,0.93,58,1.93,25,0.83,129,,,,,,,,,,,0,0,0,0,0,NSW129716,Syzygium oleosum,Australia,-33.8,-33.8,151.27,10000
251,NSW129718,1,fullLeaf,90,5454,6.06,138,4.6,59,1.97,8,,,,,,,,,,,0,0,0,0,0,NSW129718,Syzygium australe,Australia,-28.65,-28.65,153.62,10000
251,NSW129718,2,fullLeaf,81,6434,7.15,136,4.53,67,2.23,0,,,,,,,,,,,0,0,0,0,0,NSW129718,Syzygium australe,Australia,-28.65,-28.65,153.62,10000
251,NSW129718,3,fullLeaf,79,6707,7.45,156,5.2,66,2.2,154,,,,,,,,,,,0,0,0,0,0,NSW129718,Syzygium australe,Australia,-28.65,-28.65,153.62,10000
251,NSW129718,4,fullLeaf,75,5538,6.15,140,4.67,64,2.13,126,,,,,,,,,,,0,0,0,0,0,NSW129718,Syzygium australe,Australia,-28.65,-28.65,153.62,10000
252,NSW129719,1,fullLeaf,93,7292,8.1,158,5.27,71,2.37,14,,,,,,,,,,,0,0,0,0,0,NSW129719,Syzygium australe,Australia,-28.82,-28.82,152.97,10000
252,NSW129719,2,fullLeaf,71,4332,4.81,106,3.53,59,1.97,153,,,,,,,,,,,0,0,0,0,0,NSW129719,Syzygium australe,Australia,-28.82,-28.82,152.97,10000
253,NSW129720,1,fullLeaf,95,3101,3.45,112,3.73,40,1.33,2,,,,,,,,,,,0,0,0,0,0,NSW129720,Syzygium australe,Australia,-31.82,-31.82,151.75,10000
253,NSW129720,2,fullLeaf,88,4945,5.49,138,4.6,56,1.87,90,,,,,,,,,,,0,0,0,0,0,NSW129720,Syzygium australe,Australia,-31.82,-31.82,151.75,10000
253,NSW129720,3,fullLeaf,87,1898,2.11,78,2.6,36,1.2,148,,,,,,,,,,,0,0,0,0,0,NSW129720,Syzygium australe,Australia,-31.82,-31.82,151.75,10000
253,NSW129720,4,fullLeaf,86,4065,4.52,122,4.07,54,1.8,123,,,,,,,,,,,0,0,0,0,0,NSW129720,Syzygium australe,Australia,-31.82,-31.82,151.75,10000
253,NSW129720,5,fullLeaf,86,3718,4.13,118,3.93,51,1.7,130,,,,,,,,,,,0,0,0,0,0,NSW129720,Syzygium australe,Australia,-31.82,-31.82,151.75,10000
253,NSW129720,6,fullLeaf,85,2844,3.16,86,2.87,52,1.73,124,,,,,,,,,,,0,0,0,0,0,NSW129720,Syzygium australe,Australia,-31.82,-31.82,151.75,10000
253,NSW129720,7,fullLeaf,81,3555,3.95,98,3.27,51,1.7,42,,,,,,,,,,,0,0,0,0,0,NSW129720,Syzygium australe,Australia,-31.82,-31.82,151.75,10000
253,NSW129720,8,fullLeaf,77,2987,3.32,102,3.4,42,1.4,140,,,,,,,,,,,0,0,0,0,0,NSW129720,Syzygium australe,Australia,-31.82,-31.82,151.75,10000
253,NSW129720,9,fullLeaf,77,3262,3.62,96,3.2,50,1.67,51,,,,,,,,,,,0,0,0,0,0,NSW129720,Syzygium australe,Australia,-31.82,-31.82,151.75,10000
253,NSW129720,10,fullLeaf,77,2501,2.78,98,3.27,37,1.23,101,,,,,,,,,,,0,0,0,0,0,NSW129720,Syzygium australe,Australia,-31.82,-31.82,151.75,10000
253,NSW129720,11,fullLeaf,75,3467,3.85,130,4.33,41,1.37,0,,,,,,,,,,,0,0,0,0,0,NSW129720,Syzygium australe,Australia,-31.82,-31.82,151.75,10000
254,NSW129722,1,fullLeaf,92,2774,3.08,84,2.8,47,1.57,136,,,,,,,,,,,0,0,0,0,0,NSW129722,Syzygium australe,Australia,-35.52,-35.52,153.085,2000
254,NSW129722,2,fullLeaf,88,1451,1.61,82,2.73,29,0.97,104,,,,,,,,,,,0,0,0,0,0,NSW129722,Syzygium australe,Australia,-35.52,-35.52,153.085,2000
254,NSW129722,3,fullLeaf,85,2717,3.02,74,2.47,56,1.87,67,,,,,,,,,,,0,0,0,0,0,NSW129722,Syzygium australe,Australia,-35.52,-35.52,153.085,2000
254,NSW129722,4,fullLeaf,84,950,1.06,44,1.47,30,1,6,,,,,,,,,,,0,0,0,0,0,NSW129722,Syzygium australe,Australia,-35.52,-35.52,153.085,2000
254,NSW129722,5,fullLeaf,79,993,1.1,50,1.67,26,0.87,0,,,,,,,,,,,0,0,0,0,0,NSW129722,Syzygium australe,Australia,-35.52,-35.52,153.085,2000
254,NSW129722,6,fullLeaf,72,1052,1.17,50,1.67,30,1,11,,,,,,,,,,,0,0,0,0,0,NSW129722,Syzygium australe,Australia,-35.52,-35.52,153.085,2000
254,NSW129722,7,fullLeaf,70,1880,2.09,64,2.13,39,1.3,47,,,,,,,,,,,0,0,0,0,0,NSW129722,Syzygium australe,Australia,-35.52,-35.52,153.085,2000
254,NSW129722,8,fullLeaf,70,2734,3.04,84,2.8,49,1.63,51,,,,,,,,,,,0,0,0,0,0,NSW129722,Syzygium australe,Australia,-35.52,-35.52,153.085,2000
254,NSW129722,9,fullLeaf,70,2087,2.32,80,2.67,40,1.33,35,,,,,,,,,,,0,0,0,0,0,NSW129722,Syzygium australe,Australia,-35.52,-35.52,153.085,2000
255,NSW129724,1,fullLeaf,85,3851,4.28,112,3.73,52,1.73,115,,,,,,,,,,,0,0,0,0,0,NSW129724,Syzygium australe,Australia,-28.82,-28.82,152.97,10000
255,NSW129724,2,fullLeaf,74,4552,5.06,126,4.2,52,1.73,1,,,,,,,,,,,0,0,0,0,0,NSW129724,Syzygium australe,Australia,-28.82,-28.82,152.97,10000
255,NSW129724,3,fullLeaf,70,3568,3.96,86,2.87,59,1.97,117,,,,,,,,,,,0,0,0,0,0,NSW129724,Syzygium australe,Australia,-28.82,-28.82,152.97,10000
255,NSW129724,4,fullLeaf,70,4573,5.08,118,3.93,57,1.9,60,,,,,,,,,,,0,0,0,0,0,NSW129724,Syzygium australe,Australia,-28.82,-28.82,152.97,10000
256,NSW136994,1,fullLeaf,80,1322,1.47,68,2.27,32,1.07,127,,,,,,,,,,,0,0,0,0,0,NSW136994,Syzygium smithii,Australia,-30.32,-30.32,152.72,10000
256,NSW136994,2,fullLeaf,75,1314,1.46,58,1.93,32,1.07,1,,,,,,,,,,,0,0,0,0,0,NSW136994,Syzygium smithii,Australia,-30.32,-30.32,152.72,10000
256,NSW136994,3,fullLeaf,75,875,0.97,54,1.8,24,0.8,0,,,,,,,,,,,0,0,0,0,0,NSW136994,Syzygium smithii,Australia,-30.32,-30.32,152.72,10000
256,NSW136994,4,fullLeaf,74,984,1.09,48,1.6,30,1,13,,,,,,,,,,,0,0,0,0,0,NSW136994,Syzygium smithii,Australia,-30.32,-30.32,152.72,10000
256,NSW136994,5,fullLeaf,70,1170,1.3,58,1.93,30,1,0,,,,,,,,,,,0,0,0,0,0,NSW136994,Syzygium smithii,Australia,-30.32,-30.32,152.72,10000
258,NSW137001,1,fullLeaf,93,16112,17.9,248,8.27,101,3.37,108,,,,,,,,,,,0,0,0,0,0,NSW137001,Syzygium hemilamprum,Australia,-17.4,-17.4,145.82,1000
258,NSW137001,2,fullLeaf,89,14789,16.43,254,8.47,77,2.57,0,,,,,,,,,,,0,0,0,0,0,NSW137001,Syzygium hemilamprum,Australia,-17.4,-17.4,145.82,1000
258,NSW137001,3,fullLeaf,74,11950,13.28,248,8.27,75,2.5,77,,,,,,,,,,,0,0,0,0,0,NSW137001,Syzygium hemilamprum,Australia,-17.4,-17.4,145.82,1000
259,NSW14536,1,fullLeaf,95,21368,23.74,208,6.93,138,4.6,154,,,,,,,,,,,0,0,0,0,0,NSW14536,Syzygium smithii,Australia,-33.5,-33.5,150.4,10000
259,NSW14536,2,fullLeaf,94,21383,23.76,234,7.8,147,4.9,34,,,,,,,,,,,0,0,0,0,0,NSW14536,Syzygium smithii,Australia,-33.5,-33.5,150.4,10000
259,NSW14536,3,fullLeaf,94,32517,36.13,294,9.8,155,5.17,38,,,,,,,,,,,0,0,0,0,0,NSW14536,Syzygium smithii,Australia,-33.5,-33.5,150.4,10000
259,NSW14536,4,fullLeaf,90,21529,23.92,218,7.27,148,4.93,31,,,,,,,,,,,0,0,0,0,0,NSW14536,Syzygium smithii,Australia,-33.5,-33.5,150.4,10000
259,NSW14536,5,fullLeaf,86,20409,22.68,254,8.47,139,4.63,115,,,,,,,,,,,0,0,0,0,0,NSW14536,Syzygium smithii,Australia,-33.5,-33.5,150.4,10000
259,NSW14536,6,fullLeaf,84,12203,13.56,204,6.8,82,2.73,136,,,,,,,,,,,0,0,0,0,0,NSW14536,Syzygium smithii,Australia,-33.5,-33.5,150.4,10000
