ID,Genus species,Family,Area,Latitude,Longitude,MAT,MAP
5254,Annona hypoglauca,Annonaceae,41.49,-12.25,-71.767,24.5,2603
5255,Annona montana,Annonaceae,61.36,-12.25,-71.767,24.5,2603
5260,Guatteria acutissima,Annonaceae,80.27,-12.25,-71.767,24.5,2603
5261,Guatteria alutacea,Annonaceae,52.92,-12.25,-71.767,24.5,2603
5262,Guatteria blepharophylla,Annonaceae,52.92,-12.25,-71.767,24.5,2603
5263,Klarobelia candida,Annonaceae,50.91,-12.25,-71.767,24.5,2603
5264,Malmea dielsiana,Annonaceae,65.83,-12.25,-71.767,24.5,2603
5265,Oxandra acuminata,Annonaceae,13.86,-12.25,-71.767,24.5,2603
5266,Oxandra espintana,Annonaceae,23.02,-12.25,-71.767,24.5,2603
5268,Oxandra polyantha,Annonaceae,52.92,-12.25,-71.767,24.5,2603
5270,Porcelia nitidifolia,Annonaceae,119.96,-12.25,-71.767,24.5,2603
5275,Unonopsis guatterioides,Annonaceae,61.36,-12.25,-71.767,24.5,2603
5277,Xylopia benthamii,Annonaceae,23.02,-12.25,-71.767,24.5,2603
5279,Aspidosperma macrocarpon,Apocynaceae,48.94,-12.25,-71.767,24.5,2603
5280,Aspidosperma excelsum,Apocynaceae,25.7,-12.25,-71.767,24.5,2603
5281,Aspidosperma megaphyllum,Apocynaceae,113.77,-12.25,-71.767,24.5,2603
5283,Aspidosperma parvifolium,Apocynaceae,28.54,-12.25,-71.767,24.5,2603
5284,Aspidosperma vargasii,Apocynaceae,18.14,-12.25,-71.767,24.5,2603
5286,Rauvolfia praecox,Apocynaceae,61.36,-12.25,-71.767,24.5,2603
5287,Tabernaemontana cymosa,Apocynaceae,45.14,-12.25,-71.767,24.5,2603
5288,Tabernaemontana sananho,Apocynaceae,107.75,-12.25,-71.767,24.5,2603
5289,Dendropanax arboreus,Araliaceae,27.1,-12.25,-71.767,24.5,2603
5291,Vernonanthura phosphorica,Asteraceae,41.49,-12.25,-71.767,24.5,2603
5293,Handroanthus impetiginosus,Bignoniaceae,38.01,-12.25,-71.767,24.5,2603
5294,Handroanthus incanus,Bignoniaceae,14.87,-12.25,-71.767,24.5,2603
5295,Tabebuia ochracea,Bignoniaceae,15.92,-12.25,-71.767,24.5,2603
5300,Cordia lomatoloba,Boraginaceae,48.94,-12.25,-71.767,24.5,2603
5302,Cordia toqueve,Boraginaceae,225.32,-12.25,-71.767,24.5,2603
5304,Cynophalla flexuosa,Brassicaceae,47.02,-12.25,-71.767,24.5,2603
5305,Capparis amplissima,Capparaceae,25.7,-12.25,-71.767,24.5,2603
5307,Crateva tapia,Capparaceae,45.14,-12.25,-71.767,24.5,2603
5312,Trattinnickia aspera,Burseraceae,45.14,-12.25,-71.767,24.5,2603
5313,Trattinnickia peruviana,Burseraceae,48.94,-12.25,-71.767,24.5,2603
5314,Styloceras brokawii,Buxaceae,61.36,-12.25,-71.767,24.5,2603
5316,Anthodiscus peruanus,Caryocaraceae,14.87,-12.25,-71.767,24.5,2603
5317,Anthodiscus pilosus,Caryocaraceae,18.14,-12.25,-71.767,24.5,2603
5318,Caryocar amygdaliforme,Caryocaraceae,48.94,-12.25,-71.767,24.5,2603
5319,Caryocar pallidum,Caryocaraceae,41.49,-12.25,-71.767,24.5,2603
5322,Cecropia latiloba,Urticaceae,271.58,-12.25,-71.767,24.5,2603
5324,Cecropia peltata,Urticaceae,438.4,-12.25,-71.767,24.5,2603
5326,Coussapoa ovalifolia,Urticaceae,107.75,-12.25,-71.767,24.5,2603
5327,Coussapoa villosa,Urticaceae,333.22,-12.25,-71.767,24.5,2603
5329,Pourouma cucura,Urticaceae,45.14,-12.25,-71.767,24.5,2603
5333,Cheiloclinium cognatum,Celastraceae,31.54,-12.25,-71.767,24.5,2603
5334,Maytenus macrocarpa,Celastraceae,31.54,-12.25,-71.767,24.5,2603
5335,Salacia gigantea,Celastraceae,355.27,-12.25,-71.767,24.5,2603
5336,Couepia latifolia,Chrysobalanaceae,119.96,-12.25,-71.767,24.5,2603
5338,Hirtella lightioides,Chrysobalanaceae,45.14,-12.25,-71.767,24.5,2603
5339,Hirtella racemosa,Chrysobalanaceae,25.7,-12.25,-71.767,24.5,2603
5343,Licania heteromorpha,Chrysobalanaceae,47.02,-12.25,-71.767,24.5,2603
5344,Licania hypoleuca,Chrysobalanaceae,9.37,-12.25,-71.767,24.5,2603
5345,Licania silvae,Chrysobalanaceae,19.3,-12.25,-71.767,24.5,2603
5346,Licania tambopatensis,Chrysobalanaceae,5.56,-12.25,-71.767,24.5,2603
5347,Licania triandra,Chrysobalanaceae,38.01,-12.25,-71.767,24.5,2603
5349,Parinari occidentalis,Chrysobalanaceae,19.3,-12.25,-71.767,24.5,2603
5350,Parinari parilis,Chrysobalanaceae,41.49,-12.25,-71.767,24.5,2603
5352,Caraipa myrcioides,Calophyllaceae,24.34,-12.25,-71.767,24.5,2603
5353,Decaphalangium peruvianum,Clusiaceae,23.02,-12.25,-71.767,24.5,2603
5355,Garcinia madruno,Clusiaceae,59.19,-12.25,-71.767,24.5,2603
5356,Marila laxiflora,Calophyllaceae,90.74,-12.25,-71.767,24.5,2603
5358,Buchenavia grandis,Combretaceae,70.48,-12.25,-71.767,24.5,2603
5360,Buchenavia oxycarpa,Combretaceae,25.7,-12.25,-71.767,24.5,2603
5362,Terminalia argentea,Combretaceae,113.77,-12.25,-71.767,24.5,2603
5367,Diospyros subrotata,Ebenaceae,41.49,-12.25,-71.767,24.5,2603
5368,Muntingia calabura,Muntingiaceae,11.96,-12.25,-71.767,24.5,2603
5369,Sloanea fragrans,Elaeocarpaceae,14.87,-12.25,-71.767,24.5,2603
5370,Sloanea guianensis,Elaeocarpaceae,15.92,-12.25,-71.767,24.5,2603
5371,Sloanea obtusifolia,Elaeocarpaceae,18.14,-12.25,-71.767,24.5,2603
5372,Sloanea ptariana,Elaeocarpaceae,14.87,-12.25,-71.767,24.5,2603
5373,Sloanea sinemariensis,Elaeocarpaceae,175.85,-12.25,-71.767,24.5,2603
5374,Sloanea spathulata,Elaeocarpaceae,126.32,-12.25,-71.767,24.5,2603
5375,Sloanea terniflora,Elaeocarpaceae,11.96,-12.25,-71.767,24.5,2603
5383,Hevea brasiliensis,Euphorbiaceae,41.49,-12.25,-71.767,24.5,2603
5384,Hura crepitans,Euphorbiaceae,90.74,-12.25,-71.767,24.5,2603
5392,Pera benensis,Euphorbiaceae,52.92,-12.25,-71.767,24.5,2603
5397,Acacia loretensis,Fabaceae,0.03,-12.25,-71.767,24.5,2603
5398,Albizia niopoides,Fabaceae,0.15,-12.25,-71.767,24.5,2603
5404,Diplotropis purpurea,Fabaceae,20.5,-12.25,-71.767,24.5,2603
5407,Enterolobium barnebianum,Fabaceae,0.04,-12.25,-71.767,24.5,2603
5409,Erythrina ulei,Fabaceae,41.49,-12.25,-71.767,24.5,2603
5411,Hymenaea courbaril,Fabaceae,11.96,-12.25,-71.767,24.5,2603
5422,Inga densiflora,Fabaceae,53.73,-12.25,-71.767,24.5,2603
5426,Inga macrophylla,Fabaceae,113.77,-12.25,-71.767,24.5,2603
5430,Inga pilosula,Fabaceae,75.29,-12.25,-71.767,24.5,2603
5435,Inga striata,Fabaceae,41.49,-12.25,-71.767,24.5,2603
5440,Inga vera,Fabaceae,20.02,-12.25,-71.767,24.5,2603
5442,Lecointea amazonica,Fabaceae,34.69,-12.25,-71.767,24.5,2603
5444,Ormosia bopiensis,Fabaceae,107.75,-12.25,-71.767,24.5,2603
5450,Senna silvestris,Fabaceae,13.86,-12.25,-71.767,24.5,2603
5452,Swartzia myrtifolia,Fabaceae,5.09,-12.25,-71.767,24.5,2603
5453,Tachigali bracteosa,Fabaceae,146.48,-12.25,-71.767,24.5,2603
5455,Tachigali polyphylla,Fabaceae,31.54,-12.25,-71.767,24.5,2603
5456,Zygia basijuga,Fabaceae,0.36,-12.25,-71.767,24.5,2603
5457,Zygia latifolia,Fabaceae,38.01,-12.25,-71.767,24.5,2603
5458,Banara guianensis,Salicaceae,34.69,-12.25,-71.767,24.5,2603
5459,Casearia aculeata,Salicaceae,8.59,-12.25,-71.767,24.5,2603
5461,Casearia combaymensis,Salicaceae,85.42,-12.25,-71.767,24.5,2603
5464,Casearia gossypiosperma,Salicaceae,10.2,-12.25,-71.767,24.5,2603
5466,Casearia megacarpa,Salicaceae,107.75,-12.25,-71.767,24.5,2603
5467,Casearia obovalis,Salicaceae,31.54,-12.25,-71.767,24.5,2603
5469,Casearia ulmifolia,Salicaceae,31.54,-12.25,-71.767,24.5,2603
5471,Laetia corymbulosa,Salicaceae,11.96,-12.25,-71.767,24.5,2603
5476,Prockia crucis,Salicaceae,11.06,-12.25,-71.767,24.5,2603
5479,Humiriastrum excelsum,Humiriaceae,7.84,-12.25,-71.767,24.5,2603
5480,Sacoglottis mattogrossensis,Humiriaceae,15.92,-12.25,-71.767,24.5,2603
5481,Vantanea guianensis,Humiriaceae,25.7,-12.25,-71.767,24.5,2603
5484,Aiouea grandifolia,Lauraceae,225.32,-12.25,-71.767,24.5,2603
5485,Aniba canelilla,Lauraceae,70.48,-12.25,-71.767,24.5,2603
5487,Aniba taubertiana,Lauraceae,90.74,-12.25,-71.767,24.5,2603
5488,Aniba terminalis,Lauraceae,70.48,-12.25,-71.767,24.5,2603
5493,Endlicheria williamsii,Lauraceae,96.24,-12.25,-71.767,24.5,2603
5497,Ocotea longifolia,Lauraceae,175.85,-12.25,-71.767,24.5,2603
5500,Pleurothyrium poeppigii,Lauraceae,61.36,-12.25,-71.767,24.5,2603
5501,Pleurothyrium vasquezii,Lauraceae,146.48,-12.25,-71.767,24.5,2603
5503,Bertholletia excelsa,Lecythidaceae,208.11,-12.25,-71.767,24.5,2603
5505,Couratari macrosperma,Lecythidaceae,45.14,-12.25,-71.767,24.5,2603
5509,Roucheria columbiana,Linaceae,61.36,-12.25,-71.767,24.5,2603
5510,Lafoensia punicifolia,Lythraceae,25.7,-12.25,-71.767,24.5,2603
5511,Physocalymma scaberrimum,Lythraceae,31.54,-12.25,-71.767,24.5,2603
5512,Byrsonima arthropoda,Malpighiaceae,61.36,-12.25,-71.767,24.5,2603
5515,Cavanillesia umbellata,Malvaceae,52.92,-12.25,-71.767,24.5,2603
5518,Guazuma crinita,Malvaceae,48.94,-12.25,-71.767,24.5,2603
5520,Huberodendron swietenioides,Malvaceae,38.01,-12.25,-71.767,24.5,2603
5531,Miconia argyrophylla,Melastomataceae,107.75,-12.25,-71.767,24.5,2603
5532,Miconia aulocalyx,Melastomataceae,75.29,-12.25,-71.767,24.5,2603
5533,Miconia aurea,Melastomataceae,45.14,-12.25,-71.767,24.5,2603
5535,Miconia calvescens,Melastomataceae,160.81,-12.25,-71.767,24.5,2603
5536,Miconia triplinervis,Melastomataceae,139.59,-12.25,-71.767,24.5,2603
5538,Mouriri peruviana,Melastomataceae,90.74,-12.25,-71.767,24.5,2603
5551,Swietenia macrophylla,Meliaceae,31.54,-12.25,-71.767,24.5,2603
5552,Trichilia areolata,Meliaceae,29.42,-12.25,-71.767,24.5,2603
5554,Trichilia euneura,Meliaceae,75.29,-12.25,-71.767,24.5,2603
5556,Trichilia pachypoda,Meliaceae,54.97,-12.25,-71.767,24.5,2603
5564,Mollinedia killipii,Monimiaceae,31.54,-12.25,-71.767,24.5,2603
5565,Mollinedia lanceolata,Monimiaceae,30.02,-12.25,-71.767,24.5,2603
5566,Siparuna bifida,Siparunaceae,52.92,-12.25,-71.767,24.5,2603
5570,Siparuna thecaphora,Siparunaceae,75.29,-12.25,-71.767,24.5,2603
5576,Brosimum parinarioides,Moraceae,153.56,-12.25,-71.767,24.5,2603
5577,Brosimum rubescens,Moraceae,8.59,-12.25,-71.767,24.5,2603
5582,Ficus bullenei,Moraceae,77.76,-12.25,-71.767,24.5,2603
5583,Ficus citrifolia,Moraceae,85.42,-12.25,-71.767,24.5,2603
5584,Ficus gomelleira,Moraceae,85.42,-12.25,-71.767,24.5,2603
5586,Ficus coerulescens,Moraceae,25.7,-12.25,-71.767,24.5,2603
5588,Ficus paraensis,Moraceae,90.74,-12.25,-71.767,24.5,2603
5589,Ficus americana,Moraceae,10.2,-12.25,-71.767,24.5,2603
5590,Ficus pertusa,Moraceae,18.14,-12.25,-71.767,24.5,2603
5591,Ficus schultesii,Moraceae,101.91,-12.25,-71.767,24.5,2603
5592,Ficus stenophylla,Moraceae,57.06,-12.25,-71.767,24.5,2603
5598,Maquira coriacea,Moraceae,31.54,-12.25,-71.767,24.5,2603
5601,Naucleopsis pseudonaga,Moraceae,61.36,-12.25,-71.767,24.5,2603
5602,Naucleopsis ternstroemiiflora,Moraceae,45.14,-12.25,-71.767,24.5,2603
5614,Sorocea guilleminiana,Moraceae,38.01,-12.25,-71.767,24.5,2603
5619,Iryanthera laevis,Myristicaceae,41.49,-12.25,-71.767,24.5,2603
5620,Iryanthera olacoides,Myristicaceae,41.49,-12.25,-71.767,24.5,2603
5628,Virola sebifera,Myristicaceae,291.38,-12.25,-71.767,24.5,2603
5630,Stylogyne ardisioides,Primulaceae,132.87,-12.25,-71.767,24.5,2603
5631,Calyptranthes densiflora,Myrtaceae,45.14,-12.25,-71.767,24.5,2603
5632,Calyptranthes longifolia,Myrtaceae,85.42,-12.25,-71.767,24.5,2603
5633,Calyptranthes paniculata,Myrtaceae,31.54,-12.25,-71.767,24.5,2603
5634,Campomanesia lineatifolia,Myrtaceae,30.02,-12.25,-71.767,24.5,2603
5638,Eugenia punicifolia,Myrtaceae,4.63,-12.25,-71.767,24.5,2603
5639,Eugenia patens,Myrtaceae,57.06,-12.25,-71.767,24.5,2603
5640,Eugenia uniflora,Myrtaceae,3.6,-12.25,-71.767,24.5,2603
5641,Myrcia splendens,Myrtaceae,8.59,-12.25,-71.767,24.5,2603
5642,Myrcia sylvatica,Myrtaceae,3.6,-12.25,-71.767,24.5,2603
5644,Neea floribunda,Nyctaginaceae,96.24,-12.25,-71.767,24.5,2603
5645,Neea macrophylla,Nyctaginaceae,101.91,-12.25,-71.767,24.5,2603
5646,Neea parviflora,Nyctaginaceae,48.94,-12.25,-71.767,24.5,2603
5649,Heisteria ovata,Erythropalaceae,20.5,-12.25,-71.767,24.5,2603
5651,Agonandra brasiliensis,Opiliaceae,10.2,-12.25,-71.767,24.5,2603
5652,Agonandra silvatica,Opiliaceae,20.5,-12.25,-71.767,24.5,2603
5653,Gallesia integrifolia,Phytolaccaceae,38.01,-12.25,-71.767,24.5,2603
5654,Piper aduncum,Piperaceae,90.74,-12.25,-71.767,24.5,2603
5655,Piper arboreum,Piperaceae,85.42,-12.25,-71.767,24.5,2603
5657,Acanthocladus scleroxylon,Polygalaceae,25.7,-12.25,-71.767,24.5,2603
5661,Coccoloba peruviana,Polygonaceae,45.14,-12.25,-71.767,24.5,2603
5662,Coccoloba williamsii,Polygonaceae,70.48,-12.25,-71.767,24.5,2603
5663,Ruprechtia tangarana,Polygonaceae,41.49,-12.25,-71.767,24.5,2603
5667,Quiina peruviana,Ochnaceae,7.13,-12.25,-71.767,24.5,2603
5670,Alseis blackiana,Rubiaceae,57.06,-12.25,-71.767,24.5,2603
5671,Alseis microcarpa,Rubiaceae,90.74,-12.25,-71.767,24.5,2603
5672,Amaioua corymbosa,Rubiaceae,25.7,-12.25,-71.767,24.5,2603
5676,Faramea occidentalis,Rubiaceae,34.69,-12.25,-71.767,24.5,2603
5678,Macrocnemum roseum,Rubiaceae,28.54,-12.25,-71.767,24.5,2603
5683,Galipea trifoliata,Rutaceae,18.83,-12.25,-71.767,24.5,2603
5684,Metrodorea flavida,Rutaceae,70.48,-12.25,-71.767,24.5,2603
5685,Zanthoxylum ekmanii,Rutaceae,33.1,-12.25,-71.767,24.5,2603
5686,Zanthoxylum huberi,Rutaceae,23.02,-12.25,-71.767,24.5,2603
5691,Dilodendron elegans,Sapindaceae,,-12.25,-71.767,24.5,2603
5692,Talisia cerasina,Sapindaceae,183.65,-12.25,-71.767,24.5,2603
5693,Talisia mollis,Sapindaceae,34.69,-12.25,-71.767,24.5,2603
5695,Chrysophyllum gonocarpum,Sapotaceae,45.14,-12.25,-71.767,24.5,2603
5699,Manilkara bidentata,Sapotaceae,48.94,-12.25,-71.767,24.5,2603
5700,Manilkara inundata,Sapotaceae,41.49,-12.25,-71.767,24.5,2603
5706,Pouteria caimito,Sapotaceae,34.69,-12.25,-71.767,24.5,2603
5710,Pouteria juruana,Sapotaceae,20.5,-12.25,-71.767,24.5,2603
5711,Pouteria lucumifolia,Sapotaceae,26.26,-12.25,-71.767,24.5,2603
5712,Pouteria macrophylla,Sapotaceae,50.91,-12.25,-71.767,24.5,2603
5713,Pouteria manaosensis,Sapotaceae,68.13,-12.25,-71.767,24.5,2603
5714,Pouteria pariry,Sapotaceae,104.81,-12.25,-71.767,24.5,2603
5717,Pouteria simulans,Sapotaceae,76.27,-12.25,-71.767,24.5,2603
5718,Pouteria tarapotensis,Sapotaceae,50.91,-12.25,-71.767,24.5,2603
5725,Solanum sessile,Solanaceae,243.27,-12.25,-71.767,24.5,2603
5728,Ampelocera ruizii,Ulmaceae,48.94,-12.25,-71.767,24.5,2603
5731,Myriocarpa stipitata,Urticaceae,96.24,-12.25,-71.767,24.5,2603
5732,Urera baccifera,Urticaceae,107.75,-12.25,-71.767,24.5,2603
5734,Aegiphila integrifolia,Lamiaceae,96.24,-12.25,-71.767,24.5,2603
5740,Rinorea guianensis,Violaceae,36.33,-12.25,-71.767,24.5,2603
5743,Rinoreocarpus ulei,Violaceae,77.76,-12.25,-71.767,24.5,2603
5745,Abuta panamensis,Menispermaceae,38.75,9.283,-79.967,25.4,3069
5746,Adelobotrys adscendens,Melastomataceae,66.79,9.283,-79.967,25.4,3069
5747,Anemopaegma santaritense,Bignoniaceae,47.44,9.283,-79.967,25.4,3069
5748,Anomospermum reticulatum,Menispermaceae,23.5,9.283,-79.967,25.4,3069
5749,Apeiba glabra,Malvaceae,54.26,9.283,-79.967,25.4,3069
5750,Fridericia schumanniana,Bignoniaceae,33.93,9.283,-79.967,25.4,3069
5751,Aspidosperma desmanthum,Apocynaceae,32.68,9.283,-79.967,25.4,3069
5752,Brosimum utile,Moraceae,29.4,9.283,-79.967,25.4,3069
5753,Calophyllum longifolium,Calophyllaceae,31.65,9.283,-79.967,25.4,3069
5754,Carapa guianensis,Meliaceae,43.88,9.283,-79.967,25.4,3069
5755,Cassipourea guianensis,Rhizophoraceae,10.68,9.283,-79.967,25.4,3069
5756,Cayaponia granatensis,Cucurbitaceae,110.5,9.283,-79.967,25.4,3069
5758,Chrysophyllum argenteum,Sapotaceae,45.25,9.283,-79.967,25.4,3069
5759,Cissus erosa,Vitaceae,16.4,9.283,-79.967,25.4,3069
5760,Clusia minor,Clusiaceae,47.03,9.283,-79.967,25.4,3069
5761,Coccoloba excelsa,Polygonaceae,98.71,9.283,-79.967,25.4,3069
5762,Codonanthe uleana,Gesneriaceae,7.81,9.283,-79.967,25.4,3069
5763,Cordia bicolor,Boraginaceae,46.8,9.283,-79.967,25.4,3069
5764,Cosmibuena grandiflora,Rubiaceae,89,9.283,-79.967,25.4,3069
5765,Cymbosema roseum,Fabaceae,29.38,9.283,-79.967,25.4,3069
5766,Davilla nitida,Dilleniaceae,34.7,9.283,-79.967,25.4,3069
5767,Dendropanax arboreus,Araliaceae,41.3,9.283,-79.967,25.4,3069
5768,Dioclea wilsonii,Fabaceae,54.16,9.283,-79.967,25.4,3069
5769,Doliocarpus dentatus,Dilleniaceae,22.01,9.283,-79.967,25.4,3069
5770,Doliocarpus major,Dilleniaceae,36.86,9.283,-79.967,25.4,3069
5771,Doliocarpus multiflorus,Dilleniaceae,51.02,9.283,-79.967,25.4,3069
5772,Dussia munda,Fabaceae,37.24,9.283,-79.967,25.4,3069
5773,Ficus citrifolia,Moraceae,62,9.283,-79.967,25.4,3069
5774,Ficus nymphaeifolia,Moraceae,222.93,9.283,-79.967,25.4,3069
5775,Ficus paraensis,Moraceae,68.17,9.283,-79.967,25.4,3069
5776,Forsteronia myriantha,Apocynaceae,35.4,9.283,-79.967,25.4,3069
5777,Forsteronia acouci,Apocynaceae,37.67,9.283,-79.967,25.4,3069
5778,Guarea kunthiana,Meliaceae,41.3,9.283,-79.967,25.4,3069
5779,Guatteria dumetorum,Annonaceae,32.69,9.283,-79.967,25.4,3069
5780,Clusia flavida,Clusiaceae,17,9.283,-79.967,25.4,3069
5781,Heisteria scandens,Erythropalaceae,16.67,9.283,-79.967,25.4,3069
5782,Hippocratea volubilis,Celastraceae,35.06,9.283,-79.967,25.4,3069
5783,Hiraea quapara,Malpighiaceae,42.94,9.283,-79.967,25.4,3069
5784,Humiriastrum diguense,Humiriaceae,13.82,9.283,-79.967,25.4,3069
5785,Inga acuminata,Fabaceae,15.17,9.283,-79.967,25.4,3069
5786,Inga goldmanii,Fabaceae,179,9.283,-79.967,25.4,3069
5787,Lacmellea panamensis,Apocynaceae,16.95,9.283,-79.967,25.4,3069
5788,Licania hypoleuca,Chrysobalanaceae,8.92,9.283,-79.967,25.4,3069
5789,Hebestigma cubense,Fabaceae,49.83,9.283,-79.967,25.4,3069
5790,Manilkara bidentata,Sapotaceae,49.66,9.283,-79.967,25.4,3069
5791,Pachyptera kerere,Bignoniaceae,29.62,9.283,-79.967,25.4,3069
5792,Maranthes panamensis,Chrysobalanaceae,21.44,9.283,-79.967,25.4,3069
5793,Marcgravia nepenthoides,Marcgraviaceae,63,9.283,-79.967,25.4,3069
5794,Marila laxiflora,Calophyllaceae,90.26,9.283,-79.967,25.4,3069
5795,Maripa panamensis,Convolvulaceae,25.72,9.283,-79.967,25.4,3069
5796,Adelphia hiraea,Malpighiaceae,16.75,9.283,-79.967,25.4,3069
5797,Miconia minutiflora,Melastomataceae,45,9.283,-79.967,25.4,3069
5798,Nectandra purpurea,Lauraceae,25.16,9.283,-79.967,25.4,3069
5799,Ocotea insularis,Lauraceae,176.55,9.283,-79.967,25.4,3069
5800,Odontadenia puncticulosa,Apocynaceae,54,9.283,-79.967,25.4,3069
5801,Omphalea diandra,Euphorbiaceae,80.31,9.283,-79.967,25.4,3069
5802,Paullinia fibrigera,Sapindaceae,41.2,9.283,-79.967,25.4,3069
5803,Pera arborea,Euphorbiaceae,22.21,9.283,-79.967,25.4,3069
5804,Perebea xanthochyma,Moraceae,264.86,9.283,-79.967,25.4,3069
5805,Bignonia corymbosa,Bignoniaceae,18.41,9.283,-79.967,25.4,3069
5806,Piper arboreum,Piperaceae,71.92,9.283,-79.967,25.4,3069
5807,Piper sp5807,Piperaceae,61.69,9.283,-79.967,25.4,3069
5808,Pleonotoma variabilis,Bignoniaceae,32.1,9.283,-79.967,25.4,3069
5809,Poulsenia armata,Moraceae,121.63,9.283,-79.967,25.4,3069
5810,Pourouma bicolor,Urticaceae,264.86,9.283,-79.967,25.4,3069
5811,Protium panamense,Burseraceae,103.4,9.283,-79.967,25.4,3069
5812,Gurania bignoniacea,Cucurbitaceae,120.83,9.283,-79.967,25.4,3069
5813,Psychotria suerrensis,Rubiaceae,60.72,9.283,-79.967,25.4,3069
5814,Sabicea panamensis,Rubiaceae,20.34,9.283,-79.967,25.4,3069
5815,Sapium glandulosum,Euphorbiaceae,84.5,9.283,-79.967,25.4,3069
5816,Simarouba amara,Simaroubaceae,16,9.283,-79.967,25.4,3069
5817,Symphonia globulifera,Clusiaceae,12.43,9.283,-79.967,25.4,3069
5818,Tachigali versicolor,Fabaceae,50.33,9.283,-79.967,25.4,3069
5819,Tapirira guianensis,Anacardiaceae,26.1,9.283,-79.967,25.4,3069
5820,Terminalia amazonia,Combretaceae,10.19,9.283,-79.967,25.4,3069
5821,Tetracera hydrophila,Dilleniaceae,64.27,9.283,-79.967,25.4,3069
5822,Tocoyena pittieri,Rubiaceae,170.4,9.283,-79.967,25.4,3069
5823,Tontelea ovalifolia,Celastraceae,70.91,9.283,-79.967,25.4,3069
5824,Tovomita longifolia,Clusiaceae,62.92,9.283,-79.967,25.4,3069
5825,Trattinnickia aspera,Burseraceae,111.8,9.283,-79.967,25.4,3069
5826,Trichanthera gigantea,Acanthaceae,34.2,9.283,-79.967,25.4,3069
5827,Vantanea depleta,Humiriaceae,25,9.283,-79.967,25.4,3069
5828,Virola elongata,Myristicaceae,33.08,9.283,-79.967,25.4,3069
5829,Virola multiflora,Myristicaceae,33.36,9.283,-79.967,25.4,3069
5830,Virola sebifera,Myristicaceae,60.46,9.283,-79.967,25.4,3069
5831,Virola surinamensis,Myristicaceae,29.33,9.283,-79.967,25.4,3069
5832,Vochysia ferruginea,Vochysiaceae,20.19,9.283,-79.967,25.4,3069
5833,Acalypha diversifolia,Euphorbiaceae,44.98,9.167,-79.85,25.8,2640
5834,Acalypha macrostachya,Euphorbiaceae,105,9.167,-79.85,25.8,2640
5835,Adelia triloba,Euphorbiaceae,18.15,9.167,-79.85,25.8,2640
5836,Aegiphila panamensis,Lamiaceae,39.82,9.167,-79.85,25.8,2640
5837,Alchornea costaricensis,Euphorbiaceae,50.84,9.167,-79.85,25.8,2640
5838,Alibertia edulis,Rubiaceae,39.48,9.167,-79.85,25.8,2640
5839,Allophylus psilospermus,Sapindaceae,47.28,9.167,-79.85,25.8,2640
5840,Alseis blackiana,Rubiaceae,127.7,9.167,-79.85,25.8,2640
5841,Amaioua corymbosa,Rubiaceae,85.33,9.167,-79.85,25.8,2640
5842,Anaxagorea panamensis,Annonaceae,26.31,9.167,-79.85,25.8,2640
5843,Andira inermis,Fabaceae,25.29,9.167,-79.85,25.8,2640
5844,Annona acuminata,Annonaceae,8.84,9.167,-79.85,25.8,2640
5845,Annona spraguei,Annonaceae,130.15,9.167,-79.85,25.8,2640
5846,Apeiba glabra,Malvaceae,72.09,9.167,-79.85,25.8,2640
5847,Apeiba tibourbou,Malvaceae,77.86,9.167,-79.85,25.8,2640
5848,Aphelandra sinclairiana,Acanthaceae,110.66,9.167,-79.85,25.8,2640
5849,Ardisia standleyana,Primulaceae,85.69,9.167,-79.85,25.8,2640
5850,Ardisia guianensis,Primulaceae,31.11,9.167,-79.85,25.8,2640
5851,Aspidosperma desmanthum,Apocynaceae,53.17,9.167,-79.85,25.8,2640
5852,Astronium graveolens,Anacardiaceae,16.43,9.167,-79.85,25.8,2640
5853,Beilschmiedia pendula,Lauraceae,66.95,9.167,-79.85,25.8,2640
5854,Brosimum alicastrum,Moraceae,45.85,9.167,-79.85,25.8,2640
5855,Calophyllum longifolium,Calophyllaceae,244.33,9.167,-79.85,25.8,2640
5856,Capparidastrum frondosum,Capparaceae,64.68,9.167,-79.85,25.8,2640
5857,Casearia aculeata,Salicaceae,11.21,9.167,-79.85,25.8,2640
5858,Casearia arborea,Salicaceae,59.68,9.167,-79.85,25.8,2640
5859,Casearia commersoniana,Salicaceae,66.32,9.167,-79.85,25.8,2640
5860,Casearia guianensis,Salicaceae,34.51,9.167,-79.85,25.8,2640
5861,Casearia sylvestris,Salicaceae,42.06,9.167,-79.85,25.8,2640
5862,Cassipourea guianensis,Rhizophoraceae,38.88,9.167,-79.85,25.8,2640
5863,Cecropia insignis,Urticaceae,2560.85,9.167,-79.85,25.8,2640
5864,Cecropia obtusifolia,Urticaceae,1158.61,9.167,-79.85,25.8,2640
5865,Cedrela odorata,Meliaceae,19.24,9.167,-79.85,25.8,2640
5866,Ceiba pentandra,Malvaceae,29.14,9.167,-79.85,25.8,2640
5867,Celtis schippii,Cannabaceae,60.84,9.167,-79.85,25.8,2640
5868,Cestrum schlechtendahlii,Solanaceae,118.61,9.167,-79.85,25.8,2640
