Image Number,Image,Predication Number,Label Name,Confidence,Pixel Area Mask,cm Area Mask,Pixel Length,cm Length ,Pixel Width,cm Width ,Box Rotation Degrees,Validation Number,Pixel Area Validation,Pixel Length Validation,Pixel Width Validation,Box Rotation Degrees Validation,Pixel Area Accuracy %,Pixel Length Accuracy %,Pixel Width Accuracy %,Box Rotation Degrees Accuracy %,IOU %,Prediction,Validation,Prediction & Validation,Predication No Validation,Validation No Predication
882,NSW530368,14,fullLeaf,75,2747,3.05,102,3.4,46,1.53,31,,,,,,,,,,,1,0,0,0,0
882,NSW530368,15,fullLeaf,71,5181,5.76,132,4.4,60,2.0,25,,,,,,,,,,,1,0,0,0,0
882,NSW530368,16,fullLeaf,70,7320,8.13,150,5.0,69,2.3,71,,,,,,,,,,,1,0,0,0,0
884,NSW530372,1,fullLeaf,98,18801,20.89,230,7.67,126,4.2,132,,,,,,,,,,,1,0,0,0,0
884,NSW530372,2,fullLeaf,95,16208,18.01,226,7.53,111,3.7,54,,,,,,,,,,,1,0,0,0,0
884,NSW530372,3,fullLeaf,92,19087,21.21,188,6.27,143,4.77,4,,,,,,,,,,,1,0,0,0,0
884,NSW530372,4,fullLeaf,92,23081,25.65,238,7.93,143,4.77,20,,,,,,,,,,,1,0,0,0,0
884,NSW530372,5,fullLeaf,86,23321,25.91,266,8.87,150,5.0,29,,,,,,,,,,,1,0,0,0,0
884,NSW530372,6,fullLeaf,85,16629,18.48,200,6.67,127,4.23,113,,,,,,,,,,,1,0,0,0,0
884,NSW530372,7,fullLeaf,78,13281,14.76,192,6.4,104,3.47,0,,,,,,,,,,,1,0,0,0,0
884,NSW530372,8,fullLeaf,75,21920,24.36,208,6.93,154,5.13,107,,,,,,,,,,,1,0,0,0,0
884,NSW530372,9,fullLeaf,71,12629,14.03,200,6.67,127,4.23,48,,,,,,,,,,,1,0,0,0,0
885,NSW530373,1,fullLeaf,93,6241,6.93,136,4.53,66,2.2,154,,,,,,,,,,,1,0,0,0,0
885,NSW530373,2,fullLeaf,89,7316,8.13,154,5.13,71,2.37,122,,,,,,,,,,,1,0,0,0,0
885,NSW530373,3,fullLeaf,88,2522,2.8,102,3.4,46,1.53,102,,,,,,,,,,,1,0,0,0,0
885,NSW530373,4,fullLeaf,84,1924,2.14,70,2.33,41,1.37,128,,,,,,,,,,,1,0,0,0,0
885,NSW530373,5,fullLeaf,82,1490,1.66,66,2.2,37,1.23,134,,,,,,,,,,,1,0,0,0,0
885,NSW530373,6,fullLeaf,80,3554,3.95,118,3.93,55,1.83,130,,,,,,,,,,,1,0,0,0,0
885,NSW530373,7,fullLeaf,73,4646,5.16,120,4.0,57,1.9,106,,,,,,,,,,,1,0,0,0,0
885,NSW530373,8,fullLeaf,72,2934,3.26,98,3.27,44,1.47,29,,,,,,,,,,,1,0,0,0,0
886,NSW530374,1,fullLeaf,92,8930,9.92,130,4.33,95,3.17,0,,,,,,,,,,,1,0,0,0,0
886,NSW530374,2,fullLeaf,89,7320,8.13,180,6.0,66,2.2,142,,,,,,,,,,,1,0,0,0,0
886,NSW530374,3,fullLeaf,87,7136,7.93,136,4.53,80,2.67,24,,,,,,,,,,,1,0,0,0,0
886,NSW530374,4,fullLeaf,79,2670,2.97,88,2.93,44,1.47,9,,,,,,,,,,,1,0,0,0,0
886,NSW530374,5,fullLeaf,74,8601,9.56,150,5.0,84,2.8,90,,,,,,,,,,,1,0,0,0,0
887,NSW530377,1,fullLeaf,95,15527,17.25,182,6.07,120,4.0,116,,,,,,,,,,,1,0,0,0,0
887,NSW530377,2,fullLeaf,92,17649,19.61,226,7.53,111,3.7,1,,,,,,,,,,,1,0,0,0,0
887,NSW530377,3,fullLeaf,88,6848,7.61,172,5.73,66,2.2,20,,,,,,,,,,,1,0,0,0,0
887,NSW530377,4,fullLeaf,87,12803,14.23,156,5.2,114,3.8,54,,,,,,,,,,,1,0,0,0,0
887,NSW530377,5,fullLeaf,86,12208,13.56,186,6.2,99,3.3,70,,,,,,,,,,,1,0,0,0,0
887,NSW530377,6,fullLeaf,85,9966,11.07,144,4.8,95,3.17,15,,,,,,,,,,,1,0,0,0,0
887,NSW530377,7,fullLeaf,73,8891,9.88,142,4.73,93,3.1,137,,,,,,,,,,,1,0,0,0,0
887,NSW530377,8,fullLeaf,71,11315,12.57,190,6.33,96,3.2,1,,,,,,,,,,,1,0,0,0,0
888,NSW530378,1,fullLeaf,97,17942,19.94,236,7.87,116,3.87,25,,,,,,,,,,,1,0,0,0,0
888,NSW530378,2,fullLeaf,97,17438,19.38,240,8.0,112,3.73,98,,,,,,,,,,,1,0,0,0,0
888,NSW530378,3,fullLeaf,96,13052,14.5,210,7.0,98,3.27,151,,,,,,,,,,,1,0,0,0,0
888,NSW530378,4,fullLeaf,96,17314,19.24,242,8.07,111,3.7,21,,,,,,,,,,,1,0,0,0,0
888,NSW530378,5,fullLeaf,95,13362,14.85,222,7.4,94,3.13,37,,,,,,,,,,,1,0,0,0,0
888,NSW530378,6,fullLeaf,95,15373,17.08,244,8.13,105,3.5,105,,,,,,,,,,,1,0,0,0,0
888,NSW530378,7,fullLeaf,87,12953,14.39,186,6.2,103,3.43,3,,,,,,,,,,,1,0,0,0,0
888,NSW530378,8,fullLeaf,85,12099,13.44,204,6.8,97,3.23,83,,,,,,,,,,,1,0,0,0,0
889,NSW530379,1,fullLeaf,97,16826,18.7,228,7.6,112,3.73,25,,,,,,,,,,,1,0,0,0,0
889,NSW530379,2,fullLeaf,97,17300,19.22,248,8.27,107,3.57,16,,,,,,,,,,,1,0,0,0,0
889,NSW530379,3,fullLeaf,93,10887,12.1,186,6.2,97,3.23,0,,,,,,,,,,,1,0,0,0,0
889,NSW530379,4,fullLeaf,92,9993,11.1,158,5.27,90,3.0,124,,,,,,,,,,,1,0,0,0,0
889,NSW530379,5,fullLeaf,87,7196,8.0,164,5.47,65,2.17,47,,,,,,,,,,,1,0,0,0,0
889,NSW530379,6,fullLeaf,85,9457,10.51,166,5.53,88,2.93,6,,,,,,,,,,,1,0,0,0,0
889,NSW530379,7,fullLeaf,83,3913,4.35,92,3.07,61,2.03,1,,,,,,,,,,,1,0,0,0,0
889,NSW530379,8,fullLeaf,80,7229,8.03,146,4.87,72,2.4,99,,,,,,,,,,,1,0,0,0,0
889,NSW530379,9,fullLeaf,73,10966,12.18,212,7.07,77,2.57,85,,,,,,,,,,,1,0,0,0,0
889,NSW530379,10,fullLeaf,72,12184,13.54,164,5.47,119,3.97,44,,,,,,,,,,,1,0,0,0,0
889,NSW530379,11,fullLeaf,71,13668,15.19,222,7.4,100,3.33,0,,,,,,,,,,,1,0,0,0,0
889,NSW530379,12,fullLeaf,70,10882,12.09,190,6.33,85,2.83,106,,,,,,,,,,,1,0,0,0,0
889,NSW530379,13,fullLeaf,70,15386,17.1,176,5.87,124,4.13,114,,,,,,,,,,,1,0,0,0,0
889,NSW530379,14,fullLeaf,70,17285,19.21,218,7.27,124,4.13,7,,,,,,,,,,,1,0,0,0,0
890,NSW530382,1,fullLeaf,96,11451,12.72,194,6.47,88,2.93,124,,,,,,,,,,,1,0,0,0,0
890,NSW530382,2,fullLeaf,94,11028,12.25,192,6.4,90,3.0,136,,,,,,,,,,,1,0,0,0,0
890,NSW530382,3,fullLeaf,93,7491,8.32,164,5.47,70,2.33,153,,,,,,,,,,,1,0,0,0,0
890,NSW530382,4,fullLeaf,88,6374,7.08,198,6.6,79,2.63,18,,,,,,,,,,,1,0,0,0,0
890,NSW530382,5,fullLeaf,86,3295,3.66,114,3.8,48,1.6,0,,,,,,,,,,,1,0,0,0,0
890,NSW530382,6,fullLeaf,79,2629,2.92,88,2.93,44,1.47,141,,,,,,,,,,,1,0,0,0,0
891,NSW530383,1,fullLeaf,93,7176,7.97,152,5.07,68,2.27,1,,,,,,,,,,,1,0,0,0,0
891,NSW530383,2,fullLeaf,92,4437,4.93,120,4.0,58,1.93,4,,,,,,,,,,,1,0,0,0,0
891,NSW530383,3,fullLeaf,89,10188,11.32,200,6.67,77,2.57,149,,,,,,,,,,,1,0,0,0,0
891,NSW530383,4,fullLeaf,80,4001,4.45,114,3.8,54,1.8,63,,,,,,,,,,,1,0,0,0,0
891,NSW530383,5,fullLeaf,80,9372,10.41,166,5.53,89,2.97,65,,,,,,,,,,,1,0,0,0,0
892,NSW530384,1,fullLeaf,95,7114,7.9,132,4.4,82,2.73,0,,,,,,,,,,,1,0,0,0,0
892,NSW530384,2,fullLeaf,93,6858,7.62,142,4.73,75,2.5,65,,,,,,,,,,,1,0,0,0,0
892,NSW530384,3,fullLeaf,92,4029,4.48,88,2.93,64,2.13,10,,,,,,,,,,,1,0,0,0,0
892,NSW530384,4,fullLeaf,87,4047,4.5,124,4.13,55,1.83,66,,,,,,,,,,,1,0,0,0,0
893,NSW530387,1,fullLeaf,95,11872,13.19,192,6.4,91,3.03,5,,,,,,,,,,,1,0,0,0,0
893,NSW530387,2,fullLeaf,93,13705,15.23,192,6.4,103,3.43,46,,,,,,,,,,,1,0,0,0,0
893,NSW530387,3,fullLeaf,86,13987,15.54,200,6.67,105,3.5,66,,,,,,,,,,,1,0,0,0,0
893,NSW530387,4,fullLeaf,83,9341,10.38,202,6.73,73,2.43,0,,,,,,,,,,,1,0,0,0,0
893,NSW530387,5,fullLeaf,73,7294,8.1,200,6.67,66,2.2,101,,,,,,,,,,,1,0,0,0,0
893,NSW530387,6,fullLeaf,73,7912,8.79,150,5.0,87,2.9,138,,,,,,,,,,,1,0,0,0,0
894,NSW530388,1,fullLeaf,92,6263,6.96,126,4.2,77,2.57,129,,,,,,,,,,,1,0,0,0,0
894,NSW530388,2,fullLeaf,89,6240,6.93,126,4.2,76,2.53,14,,,,,,,,,,,1,0,0,0,0
894,NSW530388,3,fullLeaf,86,4495,4.99,124,4.13,54,1.8,135,,,,,,,,,,,1,0,0,0,0
894,NSW530388,4,fullLeaf,86,5572,6.19,138,4.6,60,2.0,1,,,,,,,,,,,1,0,0,0,0
894,NSW530388,5,fullLeaf,85,4827,5.36,110,3.67,71,2.37,111,,,,,,,,,,,1,0,0,0,0
894,NSW530388,6,fullLeaf,83,3667,4.07,110,3.67,50,1.67,9,,,,,,,,,,,1,0,0,0,0
894,NSW530388,7,fullLeaf,80,3002,3.34,106,3.53,42,1.4,15,,,,,,,,,,,1,0,0,0,0
894,NSW530388,8,fullLeaf,75,6436,7.15,130,4.33,74,2.47,81,,,,,,,,,,,1,0,0,0,0
894,NSW530388,9,fullLeaf,72,5133,5.7,116,3.87,66,2.2,35,,,,,,,,,,,1,0,0,0,0
895,NSW530389,1,fullLeaf,96,15921,17.69,210,7.0,117,3.9,39,,,,,,,,,,,1,0,0,0,0
895,NSW530389,2,fullLeaf,94,16975,18.86,168,5.6,139,4.63,61,,,,,,,,,,,1,0,0,0,0
895,NSW530389,3,fullLeaf,90,13165,14.63,222,7.4,96,3.2,137,,,,,,,,,,,1,0,0,0,0
895,NSW530389,4,fullLeaf,88,8770,9.74,188,6.27,83,2.77,56,,,,,,,,,,,1,0,0,0,0
895,NSW530389,5,fullLeaf,87,17438,19.38,244,8.13,135,4.5,41,,,,,,,,,,,1,0,0,0,0
895,NSW530389,6,fullLeaf,86,16533,18.37,258,8.6,99,3.3,1,,,,,,,,,,,1,0,0,0,0
895,NSW530389,7,fullLeaf,84,16064,17.85,220,7.33,113,3.77,121,,,,,,,,,,,1,0,0,0,0
895,NSW530389,8,fullLeaf,71,27463,30.51,258,8.6,153,5.1,67,,,,,,,,,,,1,0,0,0,0
896,NSW531801,1,fullLeaf,75,6210,6.9,130,4.33,68,2.27,0,,,,,,,,,,,1,0,0,0,0
897,NSW531802,1,fullLeaf,88,23947,26.61,230,7.67,158,5.27,22,,,,,,,,,,,1,0,0,0,0
898,NSW532988,1,fullLeaf,89,4228,4.7,130,4.33,46,1.53,91,,,,,,,,,,,1,0,0,0,0
898,NSW532988,2,fullLeaf,88,3235,3.59,142,4.73,40,1.33,151,,,,,,,,,,,1,0,0,0,0
898,NSW532988,3,fullLeaf,85,3011,3.35,132,4.4,38,1.27,102,,,,,,,,,,,1,0,0,0,0
898,NSW532988,4,fullLeaf,78,1637,1.82,78,2.6,33,1.1,90,,,,,,,,,,,1,0,0,0,0
898,NSW532988,5,fullLeaf,75,2544,2.83,118,3.93,37,1.23,25,,,,,,,,,,,1,0,0,0,0
898,NSW532988,6,fullLeaf,74,2001,2.22,94,3.13,39,1.3,0,,,,,,,,,,,1,0,0,0,0
899,NSW533036,1,fullLeaf,86,6014,6.68,148,4.93,71,2.37,159,,,,,,,,,,,1,0,0,0,0
899,NSW533036,2,fullLeaf,72,9190,10.21,180,6.0,77,2.57,98,,,,,,,,,,,1,0,0,0,0
900,NSW533037,1,fullLeaf,88,2549,2.83,88,2.93,41,1.37,0,,,,,,,,,,,1,0,0,0,0
900,NSW533037,2,fullLeaf,86,3623,4.03,108,3.6,50,1.67,124,,,,,,,,,,,1,0,0,0,0
900,NSW533037,3,fullLeaf,85,1606,1.78,74,2.47,33,1.1,95,,,,,,,,,,,1,0,0,0,0
900,NSW533037,4,fullLeaf,84,3709,4.12,110,3.67,49,1.63,73,,,,,,,,,,,1,0,0,0,0
900,NSW533037,5,fullLeaf,84,2907,3.23,88,2.93,51,1.7,69,,,,,,,,,,,1,0,0,0,0
900,NSW533037,6,fullLeaf,83,4519,5.02,104,3.47,68,2.27,14,,,,,,,,,,,1,0,0,0,0
900,NSW533037,7,fullLeaf,83,3644,4.05,102,3.4,51,1.7,75,,,,,,,,,,,1,0,0,0,0
900,NSW533037,8,fullLeaf,82,2659,2.95,96,3.2,41,1.37,41,,,,,,,,,,,1,0,0,0,0
900,NSW533037,9,fullLeaf,82,4657,5.17,106,3.53,65,2.17,25,,,,,,,,,,,1,0,0,0,0
900,NSW533037,10,fullLeaf,81,2012,2.24,82,2.73,36,1.2,14,,,,,,,,,,,1,0,0,0,0
900,NSW533037,11,fullLeaf,79,2869,3.19,104,3.47,40,1.33,12,,,,,,,,,,,1,0,0,0,0
900,NSW533037,12,fullLeaf,76,2866,3.18,86,2.87,46,1.53,59,,,,,,,,,,,1,0,0,0,0
900,NSW533037,13,fullLeaf,74,4421,4.91,122,4.07,53,1.77,4,,,,,,,,,,,1,0,0,0,0
900,NSW533037,14,fullLeaf,71,2293,2.55,88,2.93,42,1.4,143,,,,,,,,,,,1,0,0,0,0
901,NSW533038,1,fullLeaf,95,3888,4.32,114,3.8,51,1.7,82,,,,,,,,,,,1,0,0,0,0
901,NSW533038,2,fullLeaf,92,2737,3.04,92,3.07,43,1.43,104,,,,,,,,,,,1,0,0,0,0
901,NSW533038,3,fullLeaf,92,3808,4.23,120,4.0,50,1.67,111,,,,,,,,,,,1,0,0,0,0
901,NSW533038,4,fullLeaf,90,3159,3.51,110,3.67,46,1.53,70,,,,,,,,,,,1,0,0,0,0
901,NSW533038,5,fullLeaf,89,5162,5.74,126,4.2,61,2.03,99,,,,,,,,,,,1,0,0,0,0
901,NSW533038,6,fullLeaf,89,2488,2.76,88,2.93,44,1.47,30,,,,,,,,,,,1,0,0,0,0
901,NSW533038,7,fullLeaf,89,3513,3.9,120,4.0,44,1.47,20,,,,,,,,,,,1,0,0,0,0
901,NSW533038,8,fullLeaf,89,3450,3.83,98,3.27,51,1.7,0,,,,,,,,,,,1,0,0,0,0
901,NSW533038,9,fullLeaf,89,3293,3.66,106,3.53,46,1.53,14,,,,,,,,,,,1,0,0,0,0
901,NSW533038,10,fullLeaf,88,4307,4.79,112,3.73,57,1.9,50,,,,,,,,,,,1,0,0,0,0
901,NSW533038,11,fullLeaf,87,2253,2.5,78,2.6,43,1.43,15,,,,,,,,,,,1,0,0,0,0
901,NSW533038,12,fullLeaf,86,1663,1.85,70,2.33,34,1.13,1,,,,,,,,,,,1,0,0,0,0
901,NSW533038,13,fullLeaf,85,1748,1.94,80,2.67,35,1.17,61,,,,,,,,,,,1,0,0,0,0
901,NSW533038,14,fullLeaf,83,2257,2.51,80,2.67,42,1.4,35,,,,,,,,,,,1,0,0,0,0
901,NSW533038,15,fullLeaf,81,2967,3.3,86,2.87,54,1.8,119,,,,,,,,,,,1,0,0,0,0
901,NSW533038,16,fullLeaf,80,2684,2.98,98,3.27,36,1.2,1,,,,,,,,,,,1,0,0,0,0
901,NSW533038,17,fullLeaf,75,2937,3.26,94,3.13,48,1.6,8,,,,,,,,,,,1,0,0,0,0
901,NSW533038,18,fullLeaf,74,2693,2.99,88,2.93,47,1.57,47,,,,,,,,,,,1,0,0,0,0
901,NSW533038,19,fullLeaf,74,4961,5.51,150,5.0,52,1.73,78,,,,,,,,,,,1,0,0,0,0
901,NSW533038,20,fullLeaf,72,3373,3.75,94,3.13,51,1.7,48,,,,,,,,,,,1,0,0,0,0
901,NSW533038,21,fullLeaf,72,2752,3.06,92,3.07,43,1.43,90,,,,,,,,,,,1,0,0,0,0
901,NSW533038,22,fullLeaf,72,1899,2.11,84,2.8,38,1.27,0,,,,,,,,,,,1,0,0,0,0
901,NSW533038,23,fullLeaf,71,1867,2.07,70,2.33,43,1.43,32,,,,,,,,,,,1,0,0,0,0
901,NSW533038,24,fullLeaf,70,3339,3.71,110,3.67,53,1.77,61,,,,,,,,,,,1,0,0,0,0
902,NSW533039,1,fullLeaf,90,5282,5.87,150,5.0,58,1.93,94,,,,,,,,,,,1,0,0,0,0
902,NSW533039,2,fullLeaf,80,4422,4.91,120,4.0,57,1.9,150,,,,,,,,,,,1,0,0,0,0
902,NSW533039,3,fullLeaf,80,4719,5.24,132,4.4,53,1.77,18,,,,,,,,,,,1,0,0,0,0
903,NSW533040,1,fullLeaf,96,6806,7.56,132,4.4,71,2.37,153,,,,,,,,,,,1,0,0,0,0
903,NSW533040,2,fullLeaf,92,7785,8.65,172,5.73,81,2.7,140,,,,,,,,,,,1,0,0,0,0
903,NSW533040,3,fullLeaf,78,5569,6.19,134,4.47,57,1.9,90,,,,,,,,,,,1,0,0,0,0
904,NSW533041,1,fullLeaf,96,9770,10.86,174,5.8,81,2.7,132,,,,,,,,,,,1,0,0,0,0
904,NSW533041,2,fullLeaf,96,3491,3.88,112,3.73,48,1.6,110,,,,,,,,,,,1,0,0,0,0
904,NSW533041,3,fullLeaf,94,9386,10.43,168,5.6,79,2.63,8,,,,,,,,,,,1,0,0,0,0
904,NSW533041,4,fullLeaf,94,2456,2.73,90,3.0,41,1.37,11,,,,,,,,,,,1,0,0,0,0
904,NSW533041,5,fullLeaf,92,2819,3.13,94,3.13,42,1.4,147,,,,,,,,,,,1,0,0,0,0
904,NSW533041,6,fullLeaf,86,2494,2.77,82,2.73,48,1.6,31,,,,,,,,,,,1,0,0,0,0
904,NSW533041,7,fullLeaf,85,7589,8.43,156,5.2,93,3.1,0,,,,,,,,,,,1,0,0,0,0
904,NSW533041,8,fullLeaf,81,4297,4.77,110,3.67,58,1.93,21,,,,,,,,,,,1,0,0,0,0
904,NSW533041,9,fullLeaf,80,2560,2.84,82,2.73,47,1.57,124,,,,,,,,,,,1,0,0,0,0
904,NSW533041,10,fullLeaf,77,2045,2.27,98,3.27,40,1.33,63,,,,,,,,,,,1,0,0,0,0
904,NSW533041,11,fullLeaf,76,1103,1.23,76,2.53,24,0.8,144,,,,,,,,,,,1,0,0,0,0
904,NSW533041,12,fullLeaf,75,3613,4.01,126,4.2,43,1.43,7,,,,,,,,,,,1,0,0,0,0
904,NSW533041,13,fullLeaf,73,2331,2.59,100,3.33,34,1.13,91,,,,,,,,,,,1,0,0,0,0
904,NSW533041,14,fullLeaf,73,1308,1.45,64,2.13,33,1.1,125,,,,,,,,,,,1,0,0,0,0
904,NSW533041,15,fullLeaf,70,4634,5.15,100,3.33,71,2.37,112,,,,,,,,,,,1,0,0,0,0
905,NSW533043,1,fullLeaf,94,5224,5.8,130,4.33,59,1.97,68,,,,,,,,,,,1,0,0,0,0
905,NSW533043,2,fullLeaf,90,3907,4.34,124,4.13,48,1.6,97,,,,,,,,,,,1,0,0,0,0
905,NSW533043,3,fullLeaf,88,4921,5.47,120,4.0,58,1.93,131,,,,,,,,,,,1,0,0,0,0
905,NSW533043,4,fullLeaf,85,2783,3.09,72,2.4,50,1.67,114,,,,,,,,,,,1,0,0,0,0
905,NSW533043,5,fullLeaf,85,6386,7.1,150,5.0,60,2.0,4,,,,,,,,,,,1,0,0,0,0
905,NSW533043,6,fullLeaf,84,3728,4.14,80,2.67,62,2.07,14,,,,,,,,,,,1,0,0,0,0
905,NSW533043,7,fullLeaf,84,4953,5.5,114,3.8,66,2.2,110,,,,,,,,,,,1,0,0,0,0
905,NSW533043,8,fullLeaf,84,3655,4.06,98,3.27,55,1.83,62,,,,,,,,,,,1,0,0,0,0
905,NSW533043,9,fullLeaf,83,4106,4.56,110,3.67,53,1.77,17,,,,,,,,,,,1,0,0,0,0
905,NSW533043,10,fullLeaf,81,2589,2.88,84,2.8,48,1.6,105,,,,,,,,,,,1,0,0,0,0
905,NSW533043,11,fullLeaf,78,5002,5.56,138,4.6,59,1.97,127,,,,,,,,,,,1,0,0,0,0
905,NSW533043,12,fullLeaf,77,2019,2.24,74,2.47,41,1.37,21,,,,,,,,,,,1,0,0,0,0
905,NSW533043,13,fullLeaf,76,5540,6.16,136,4.53,61,2.03,18,,,,,,,,,,,1,0,0,0,0
905,NSW533043,14,fullLeaf,74,6792,7.55,150,5.0,66,2.2,106,,,,,,,,,,,1,0,0,0,0
905,NSW533043,15,fullLeaf,72,2072,2.3,76,2.53,39,1.3,32,,,,,,,,,,,1,0,0,0,0
906,NSW533044,1,fullLeaf,96,8049,8.94,162,5.4,69,2.3,1,,,,,,,,,,,1,0,0,0,0
906,NSW533044,2,fullLeaf,95,6148,6.83,128,4.27,73,2.43,46,,,,,,,,,,,1,0,0,0,0
906,NSW533044,3,fullLeaf,85,3677,4.09,92,3.07,65,2.17,52,,,,,,,,,,,1,0,0,0,0
906,NSW533044,4,fullLeaf,77,2958,3.29,78,2.6,49,1.63,0,,,,,,,,,,,1,0,0,0,0
906,NSW533044,5,fullLeaf,72,6145,6.83,138,4.6,67,2.23,83,,,,,,,,,,,1,0,0,0,0
906,NSW533044,6,fullLeaf,70,4582,5.09,108,3.6,66,2.2,121,,,,,,,,,,,1,0,0,0,0
907,NSW533045,1,fullLeaf,96,5085,5.65,160,5.33,49,1.63,25,,,,,,,,,,,1,0,0,0,0
907,NSW533045,2,fullLeaf,93,6980,7.76,182,6.07,58,1.93,158,,,,,,,,,,,1,0,0,0,0
907,NSW533045,3,fullLeaf,91,5213,5.79,152,5.07,54,1.8,0,,,,,,,,,,,1,0,0,0,0
907,NSW533045,4,fullLeaf,88,6866,7.63,166,5.53,61,2.03,19,,,,,,,,,,,1,0,0,0,0
907,NSW533045,5,fullLeaf,86,3384,3.76,108,3.6,46,1.53,104,,,,,,,,,,,1,0,0,0,0
907,NSW533045,6,fullLeaf,85,2414,2.68,94,3.13,37,1.23,90,,,,,,,,,,,1,0,0,0,0
907,NSW533045,7,fullLeaf,84,1898,2.11,82,2.73,35,1.17,15,,,,,,,,,,,1,0,0,0,0
907,NSW533045,8,fullLeaf,83,3299,3.67,106,3.53,43,1.43,142,,,,,,,,,,,1,0,0,0,0
907,NSW533045,9,fullLeaf,81,4522,5.02,132,4.4,53,1.77,105,,,,,,,,,,,1,0,0,0,0
907,NSW533045,10,fullLeaf,77,6139,6.82,154,5.13,58,1.93,127,,,,,,,,,,,1,0,0,0,0
908,NSW533046,1,fullLeaf,94,8658,9.62,160,5.33,82,2.73,42,,,,,,,,,,,1,0,0,0,0
908,NSW533046,2,fullLeaf,93,5907,6.56,132,4.4,75,2.5,60,,,,,,,,,,,1,0,0,0,0
908,NSW533046,3,fullLeaf,76,11781,13.09,170,5.67,101,3.37,64,,,,,,,,,,,1,0,0,0,0
909,NSW533047,1,fullLeaf,90,4523,5.03,106,3.53,58,1.93,82,,,,,,,,,,,1,0,0,0,0
909,NSW533047,2,fullLeaf,85,4412,4.9,100,3.33,64,2.13,110,,,,,,,,,,,1,0,0,0,0
909,NSW533047,3,fullLeaf,84,4909,5.45,124,4.13,56,1.87,18,,,,,,,,,,,1,0,0,0,0
909,NSW533047,4,fullLeaf,82,3573,3.97,90,3.0,57,1.9,27,,,,,,,,,,,1,0,0,0,0
909,NSW533047,5,fullLeaf,80,6452,7.17,142,4.73,68,2.27,119,,,,,,,,,,,1,0,0,0,0
909,NSW533047,6,fullLeaf,74,7999,8.89,152,5.07,74,2.47,8,,,,,,,,,,,1,0,0,0,0
909,NSW533047,7,fullLeaf,73,3569,3.97,90,3.0,55,1.83,117,,,,,,,,,,,1,0,0,0,0
910,NSW533048,1,fullLeaf,97,6234,6.93,154,5.13,59,1.97,0,,,,,,,,,,,1,0,0,0,0
910,NSW533048,2,fullLeaf,97,7780,8.64,178,5.93,63,2.1,46,,,,,,,,,,,1,0,0,0,0
910,NSW533048,3,fullLeaf,93,7061,7.85,176,5.87,59,1.97,124,,,,,,,,,,,1,0,0,0,0
910,NSW533048,4,fullLeaf,90,5604,6.23,148,4.93,57,1.9,54,,,,,,,,,,,1,0,0,0,0
910,NSW533048,5,fullLeaf,89,10358,11.51,214,7.13,75,2.5,120,,,,,,,,,,,1,0,0,0,0
910,NSW533048,6,fullLeaf,88,8619,9.58,184,6.13,76,2.53,92,,,,,,,,,,,1,0,0,0,0
910,NSW533048,7,fullLeaf,87,9900,11.0,196,6.53,73,2.43,5,,,,,,,,,,,1,0,0,0,0
910,NSW533048,8,fullLeaf,85,10610,11.79,188,6.27,87,2.9,77,,,,,,,,,,,1,0,0,0,0
910,NSW533048,9,fullLeaf,85,9373,10.41,170,5.67,79,2.63,162,,,,,,,,,,,1,0,0,0,0
910,NSW533048,10,fullLeaf,82,5693,6.33,134,4.47,62,2.07,142,,,,,,,,,,,1,0,0,0,0
910,NSW533048,11,fullLeaf,78,8631,9.59,150,5.0,78,2.6,19,,,,,,,,,,,1,0,0,0,0
910,NSW533048,12,fullLeaf,72,4337,4.82,104,3.47,59,1.97,40,,,,,,,,,,,1,0,0,0,0
911,NSW533049,1,fullLeaf,96,3950,4.39,98,3.27,56,1.87,54,,,,,,,,,,,1,0,0,0,0
911,NSW533049,2,fullLeaf,91,4150,4.61,96,3.2,61,2.03,127,,,,,,,,,,,1,0,0,0,0
911,NSW533049,3,fullLeaf,90,6196,6.88,174,5.8,55,1.83,69,,,,,,,,,,,1,0,0,0,0
911,NSW533049,4,fullLeaf,90,7919,8.8,190,6.33,57,1.9,1,,,,,,,,,,,1,0,0,0,0
911,NSW533049,5,fullLeaf,90,5995,6.66,164,5.47,57,1.9,15,,,,,,,,,,,1,0,0,0,0
911,NSW533049,6,fullLeaf,85,7292,8.1,182,6.07,62,2.07,142,,,,,,,,,,,1,0,0,0,0
911,NSW533049,7,fullLeaf,84,3913,4.35,122,4.07,48,1.6,137,,,,,,,,,,,1,0,0,0,0
911,NSW533049,8,fullLeaf,84,4235,4.71,142,4.73,48,1.6,68,,,,,,,,,,,1,0,0,0,0
911,NSW533049,9,fullLeaf,82,3854,4.28,94,3.13,56,1.87,134,,,,,,,,,,,1,0,0,0,0
911,NSW533049,10,fullLeaf,70,6044,6.72,158,5.27,61,2.03,94,,,,,,,,,,,1,0,0,0,0
912,NSW533050,1,fullLeaf,97,11502,12.78,188,6.27,86,2.87,53,,,,,,,,,,,1,0,0,0,0
912,NSW533050,2,fullLeaf,96,7737,8.6,172,5.73,70,2.33,23,,,,,,,,,,,1,0,0,0,0
912,NSW533050,3,fullLeaf,94,6871,7.63,154,5.13,68,2.27,48,,,,,,,,,,,1,0,0,0,0
912,NSW533050,4,fullLeaf,93,3958,4.4,116,3.87,51,1.7,65,,,,,,,,,,,1,0,0,0,0
